Time   [A]   [B] 
63.04 365.42 634.61
63.05 365.38 634.65
63.06 365.34 634.69
63.07 365.3 634.73
63.08 365.26 634.77
63.09 365.22 634.81
63.1 365.18 634.86
63.11 365.14 634.9
63.12 365.09 634.94
63.13 365.05 634.98
63.14 365.01 635.02
63.15 364.97 635.06
63.16 364.93 635.1
63.17 364.89 635.14
63.18 364.85 635.19
63.19 364.81 635.23
63.2 364.76 635.27
63.21 364.72 635.31
63.22 364.68 635.35
63.23 364.64 635.39
63.24 364.6 635.43
63.25 364.56 635.47
63.26 364.52 635.51
63.27 364.48 635.56
63.28 364.44 635.6
63.29 364.39 635.64
63.3 364.35 635.68
63.31 364.31 635.72
63.32 364.27 635.76
63.33 364.23 635.8
63.34 364.19 635.84
63.35 364.15 635.88
63.36 364.11 635.93
63.37 364.07 635.97
63.38 364.02 636.01
63.39 363.98 636.05
63.4 363.94 636.09
63.41 363.9 636.13
63.42 363.86 636.17
63.43 363.82 636.21
63.44 363.78 636.25
63.45 363.74 636.29
63.46 363.7 636.34
63.47 363.66 636.38
63.48 363.61 636.42
63.49 363.57 636.46
63.5 363.53 636.5
63.51 363.49 636.54
63.52 363.45 636.58
63.53 363.41 636.62
63.54 363.37 636.66
63.55 363.33 636.7
63.56 363.29 636.74
63.57 363.25 636.78
63.58 363.21 636.83
63.59 363.17 636.87
63.6 363.12 636.91
63.61 363.08 636.95
63.62 363.04 636.99
63.63 363.0 637.03
63.64 362.96 637.07
63.65 362.92 637.11
63.66 362.88 637.15
63.67 362.84 637.19
63.68 362.8 637.23
63.69 362.76 637.27
63.7 362.72 637.31
63.71 362.68 637.36
63.72 362.64 637.4
63.73 362.6 637.44
63.74 362.55 637.48
63.75 362.51 637.52
63.76 362.47 637.56
63.77 362.43 637.6
63.78 362.39 637.64
63.79 362.35 637.68
63.8 362.31 637.72
63.81 362.27 637.76
63.82 362.23 637.8
63.83 362.19 637.84
63.84 362.15 637.88
63.85 362.11 637.92
63.86 362.07 637.96
63.87 362.03 638.0
63.88 361.99 638.05
63.89 361.95 638.09
63.9 361.91 638.13
63.91 361.87 638.17
63.92 361.82 638.21
63.93 361.78 638.25
63.94 361.74 638.29
63.95 361.7 638.33
63.96 361.66 638.37
63.97 361.62 638.41
63.98 361.58 638.45
63.99 361.54 638.49
64.0 361.5 638.53
64.01 361.46 638.57
64.02 361.42 638.61
64.03 361.38 638.65
64.04 361.34 638.69
64.05 361.3 638.73
64.06 361.26 638.77
64.07 361.22 638.81
64.08 361.18 638.85
64.09 361.14 638.89
64.1 361.1 638.93
64.11 361.06 638.97
64.12 361.02 639.01
64.13 360.98 639.05
64.14 360.94 639.09
64.15 360.9 639.13
64.16 360.86 639.18
64.17 360.82 639.22
64.18 360.78 639.26
64.19 360.74 639.3
64.2 360.7 639.34
64.21 360.66 639.38
64.22 360.62 639.42
64.23 360.58 639.46
64.24 360.54 639.5
64.25 360.5 639.54
64.26 360.46 639.58
64.27 360.42 639.62
64.28 360.38 639.66
64.29 360.33 639.7
64.3 360.29 639.74
64.31 360.25 639.78
64.32 360.21 639.82
64.33 360.17 639.86
64.34 360.13 639.9
64.35 360.09 639.94
64.36 360.05 639.98
64.37 360.01 640.02
64.38 359.97 640.06
64.39 359.93 640.1
64.4 359.89 640.14
64.41 359.85 640.18
64.42 359.81 640.22
64.43 359.77 640.26
64.44 359.73 640.3
64.45 359.69 640.34
64.46 359.65 640.38
64.47 359.62 640.42
64.48 359.58 640.46
64.49 359.54 640.5
64.5 359.5 640.54
64.51 359.46 640.58
64.52 359.42 640.62
64.53 359.38 640.66
64.54 359.34 640.7
64.55 359.3 640.74
64.56 359.26 640.78
64.57 359.22 640.82
64.58 359.18 640.86
64.59 359.14 640.9
64.6 359.1 640.93
64.61 359.06 640.97
64.62 359.02 641.01
64.63 358.98 641.05
64.64 358.94 641.09
64.65 358.9 641.13
64.66 358.86 641.17
64.67 358.82 641.21
64.68 358.78 641.25
64.69 358.74 641.29
64.7 358.7 641.33
64.71 358.66 641.37
64.72 358.62 641.41
64.73 358.58 641.45
64.74 358.54 641.49
64.75 358.5 641.53
64.76 358.46 641.57
64.77 358.42 641.61
64.78 358.38 641.65
64.79 358.34 641.69
64.8 358.3 641.73
64.81 358.26 641.77
64.82 358.22 641.81
64.83 358.18 641.85
64.84 358.15 641.89
64.85 358.11 641.93
64.86 358.07 641.97
64.87 358.03 642.01
64.88 357.99 642.04
64.89 357.95 642.08
64.9 357.91 642.12
64.91 357.87 642.16
64.92 357.83 642.2
64.93 357.79 642.24
64.94 357.75 642.28
64.95 357.71 642.32
64.96 357.67 642.36
64.97 357.63 642.4
64.98 357.59 642.44
64.99 357.55 642.48
65.0 357.51 642.52
65.01 357.47 642.56
65.02 357.44 642.6
65.03 357.4 642.64
65.04 357.36 642.68
65.05 357.32 642.71
65.06 357.28 642.75
65.07 357.24 642.79
65.08 357.2 642.83
65.09 357.16 642.87
65.1 357.12 642.91
65.11 357.08 642.95
65.12 357.04 642.99
65.13 357.0 643.03
65.14 356.96 643.07
65.15 356.92 643.11
65.16 356.89 643.15
65.17 356.85 643.19
65.18 356.81 643.23
65.19 356.77 643.26
65.2 356.73 643.3
65.21 356.69 643.34
65.22 356.65 643.38
65.23 356.61 643.42
65.24 356.57 643.46
65.25 356.53 643.5
65.26 356.49 643.54
65.27 356.45 643.58
65.28 356.42 643.62
65.29 356.38 643.66
65.3 356.34 643.7
65.31 356.3 643.73
65.32 356.26 643.77
65.33 356.22 643.81
65.34 356.18 643.85
65.35 356.14 643.89
65.36 356.1 643.93
65.37 356.06 643.97
65.38 356.02 644.01
65.39 355.99 644.05
65.4 355.95 644.09
65.41 355.91 644.12
65.42 355.87 644.16
65.43 355.83 644.2
65.44 355.79 644.24
65.45 355.75 644.28
65.46 355.71 644.32
65.47 355.67 644.36
65.48 355.64 644.4
65.49 355.6 644.44
65.5 355.56 644.47
65.51 355.52 644.51
65.52 355.48 644.55
65.53 355.44 644.59
65.54 355.4 644.63
65.55 355.36 644.67
65.56 355.32 644.71
65.57 355.29 644.75
65.58 355.25 644.79
65.59 355.21 644.82
65.6 355.17 644.86
65.61 355.13 644.9
65.62 355.09 644.94
65.63 355.05 644.98
65.64 355.01 645.02
65.65 354.98 645.06
65.66 354.94 645.1
65.67 354.9 645.13
65.68 354.86 645.17
65.69 354.82 645.21
65.7 354.78 645.25
65.71 354.74 645.29
65.72 354.7 645.33
65.73 354.67 645.37
65.74 354.63 645.41
65.75 354.59 645.44
65.76 354.55 645.48
65.77 354.51 645.52
65.78 354.47 645.56
65.79 354.43 645.6
65.8 354.39 645.64
65.81 354.36 645.68
65.82 354.32 645.71
65.83 354.28 645.75
65.84 354.24 645.79
65.85 354.2 645.83
65.86 354.16 645.87
65.87 354.12 645.91
65.88 354.09 645.95
65.89 354.05 645.98
65.9 354.01 646.02
65.91 353.97 646.06
65.92 353.93 646.1
65.93 353.89 646.14
65.94 353.86 646.18
65.95 353.82 646.22
65.96 353.78 646.25
65.97 353.74 646.29
65.98 353.7 646.33
65.99 353.66 646.37
66.0 353.62 646.41
66.01 353.59 646.45
66.02 353.55 646.48
66.03 353.51 646.52
66.04 353.47 646.56
66.05 353.43 646.6
66.06 353.39 646.64
66.07 353.36 646.68
66.08 353.32 646.71
66.09 353.28 646.75
66.1 353.24 646.79
66.11 353.2 646.83
66.12 353.16 646.87
66.13 353.13 646.91
66.14 353.09 646.94
66.15 353.05 646.98
66.16 353.01 647.02
66.17 352.97 647.06
66.18 352.94 647.1
66.19 352.9 647.14
66.2 352.86 647.17
66.21 352.82 647.21
66.22 352.78 647.25
66.23 352.74 647.29
66.24 352.71 647.33
66.25 352.67 647.36
66.26 352.63 647.4
66.27 352.59 647.44
66.28 352.55 647.48
66.29 352.52 647.52
66.3 352.48 647.56
66.31 352.44 647.59
66.32 352.4 647.63
66.33 352.36 647.67
66.34 352.32 647.71
66.35 352.29 647.75
66.36 352.25 647.78
66.37 352.21 647.82
66.38 352.17 647.86
66.39 352.13 647.9
66.4 352.1 647.94
66.41 352.06 647.97
66.42 352.02 648.01
66.43 351.98 648.05
66.44 351.94 648.09
66.45 351.91 648.13
66.46 351.87 648.16
66.47 351.83 648.2
66.48 351.79 648.24
66.49 351.75 648.28
66.5 351.72 648.32
66.51 351.68 648.35
66.52 351.64 648.39
66.53 351.6 648.43
66.54 351.56 648.47
66.55 351.53 648.51
66.56 351.49 648.54
66.57 351.45 648.58
66.58 351.41 648.62
66.59 351.38 648.66
66.6 351.34 648.69
66.61 351.3 648.73
66.62 351.26 648.77
66.63 351.22 648.81
66.64 351.19 648.85
66.65 351.15 648.88
66.66 351.11 648.92
66.67 351.07 648.96
66.68 351.04 649.0
66.69 351.0 649.03
66.7 350.96 649.07
66.71 350.92 649.11
66.72 350.88 649.15
66.73 350.85 649.19
66.74 350.81 649.22
66.75 350.77 649.26
66.76 350.73 649.3
66.77 350.7 649.34
66.78 350.66 649.37
66.79 350.62 649.41
66.8 350.58 649.45
66.81 350.55 649.49
66.82 350.51 649.52
66.83 350.47 649.56
66.84 350.43 649.6
66.85 350.39 649.64
66.86 350.36 649.68
66.87 350.32 649.71
66.88 350.28 649.75
66.89 350.24 649.79
66.9 350.21 649.83
66.91 350.17 649.86
66.92 350.13 649.9
66.93 350.09 649.94
66.94 350.06 649.98
66.95 350.02 650.01
66.96 349.98 650.05
66.97 349.94 650.09
66.98 349.91 650.13
66.99 349.87 650.16
67.0 349.83 650.2
67.01 349.79 650.24
67.02 349.76 650.28
67.03 349.72 650.31
67.04 349.68 650.35
67.05 349.64 650.39
67.06 349.61 650.43
67.07 349.57 650.46
67.08 349.53 650.5
67.09 349.49 650.54
67.1 349.46 650.57
67.11 349.42 650.61
67.12 349.38 650.65
67.13 349.35 650.69
67.14 349.31 650.72
67.15 349.27 650.76
67.16 349.23 650.8
67.17 349.2 650.84
67.18 349.16 650.87
67.19 349.12 650.91
67.2 349.08 650.95
67.21 349.05 650.99
67.22 349.01 651.02
67.23 348.97 651.06
67.24 348.94 651.1
67.25 348.9 651.13
67.26 348.86 651.17
67.27 348.82 651.21
67.28 348.79 651.25
67.29 348.75 651.28
67.3 348.71 651.32
67.31 348.67 651.36
67.32 348.64 651.39
67.33 348.6 651.43
67.34 348.56 651.47
67.35 348.53 651.51
67.36 348.49 651.54
67.37 348.45 651.58
67.38 348.42 651.62
67.39 348.38 651.65
67.4 348.34 651.69
67.41 348.3 651.73
67.42 348.27 651.77
67.43 348.23 651.8
67.44 348.19 651.84
67.45 348.16 651.88
67.46 348.12 651.91
67.47 348.08 651.95
67.48 348.04 651.99
67.49 348.01 652.03
67.5 347.97 652.06
67.51 347.93 652.1
67.52 347.9 652.14
67.53 347.86 652.17
67.54 347.82 652.21
67.55 347.79 652.25
67.56 347.75 652.28
67.57 347.71 652.32
67.58 347.67 652.36
67.59 347.64 652.39
67.6 347.6 652.43
67.61 347.56 652.47
67.62 347.53 652.51
67.63 347.49 652.54
67.64 347.45 652.58
67.65 347.42 652.62
67.66 347.38 652.65
67.67 347.34 652.69
67.68 347.31 652.73
67.69 347.27 652.76
67.7 347.23 652.8
67.71 347.2 652.84
67.72 347.16 652.87
67.73 347.12 652.91
67.74 347.09 652.95
67.75 347.05 652.98
67.76 347.01 653.02
67.77 346.97 653.06
67.78 346.94 653.09
67.79 346.9 653.13
67.8 346.86 653.17
67.81 346.83 653.2
67.82 346.79 653.24
67.83 346.75 653.28
67.84 346.72 653.31
67.85 346.68 653.35
67.86 346.64 653.39
67.87 346.61 653.42
67.88 346.57 653.46
67.89 346.53 653.5
67.9 346.5 653.53
67.91 346.46 653.57
67.92 346.42 653.61
67.93 346.39 653.64
67.94 346.35 653.68
67.95 346.32 653.72
67.96 346.28 653.75
67.97 346.24 653.79
67.98 346.21 653.83
67.99 346.17 653.86
68.0 346.13 653.9
68.01 346.1 653.94
68.02 346.06 653.97
68.03 346.02 654.01
68.04 345.99 654.05
68.05 345.95 654.08
68.06 345.91 654.12
68.07 345.88 654.16
68.08 345.84 654.19
68.09 345.8 654.23
68.1 345.77 654.27
68.11 345.73 654.3
68.12 345.69 654.34
68.13 345.66 654.37
68.14 345.62 654.41
68.15 345.59 654.45
68.16 345.55 654.48
68.17 345.51 654.52
68.18 345.48 654.56
68.19 345.44 654.59
68.2 345.4 654.63
68.21 345.37 654.67
68.22 345.33 654.7
68.23 345.29 654.74
68.24 345.26 654.77
68.25 345.22 654.81
68.26 345.19 654.85
68.27 345.15 654.88
68.28 345.11 654.92
68.29 345.08 654.96
68.3 345.04 654.99
68.31 345.0 655.03
68.32 344.97 655.06
68.33 344.93 655.1
68.34 344.9 655.14
68.35 344.86 655.17
68.36 344.82 655.21
68.37 344.79 655.25
68.38 344.75 655.28
68.39 344.71 655.32
68.4 344.68 655.35
68.41 344.64 655.39
68.42 344.61 655.43
68.43 344.57 655.46
68.44 344.53 655.5
68.45 344.5 655.54
68.46 344.46 655.57
68.47 344.43 655.61
68.48 344.39 655.64
68.49 344.35 655.68
68.5 344.32 655.72
68.51 344.28 655.75
68.52 344.24 655.79
68.53 344.21 655.82
68.54 344.17 655.86
68.55 344.14 655.9
68.56 344.1 655.93
68.57 344.06 655.97
68.58 344.03 656.0
68.59 343.99 656.04
68.6 343.96 656.08
68.61 343.92 656.11
68.62 343.88 656.15
68.63 343.85 656.18
68.64 343.81 656.22
68.65 343.78 656.26
68.66 343.74 656.29
68.67 343.7 656.33
68.68 343.67 656.36
68.69 343.63 656.4
68.7 343.6 656.44
68.71 343.56 656.47
68.72 343.53 656.51
68.73 343.49 656.54
68.74 343.45 656.58
68.75 343.42 656.62
68.76 343.38 656.65
68.77 343.35 656.69
68.78 343.31 656.72
68.79 343.27 656.76
68.8 343.24 656.79
68.81 343.2 656.83
68.82 343.17 656.87
68.83 343.13 656.9
68.84 343.1 656.94
68.85 343.06 656.97
68.86 343.02 657.01
68.87 342.99 657.04
68.88 342.95 657.08
68.89 342.92 657.12
68.9 342.88 657.15
68.91 342.85 657.19
68.92 342.81 657.22
68.93 342.77 657.26
68.94 342.74 657.29
68.95 342.7 657.33
68.96 342.67 657.37
68.97 342.63 657.4
68.98 342.6 657.44
68.99 342.56 657.47
69.0 342.52 657.51
69.01 342.49 657.54
69.02 342.45 657.58
69.03 342.42 657.62
69.04 342.38 657.65
69.05 342.35 657.69
69.06 342.31 657.72
69.07 342.27 657.76
69.08 342.24 657.79
69.09 342.2 657.83
69.1 342.17 657.86
69.11 342.13 657.9
69.12 342.1 657.94
69.13 342.06 657.97
69.14 342.03 658.01
69.15 341.99 658.04
69.16 341.96 658.08
69.17 341.92 658.11
69.18 341.88 658.15
69.19 341.85 658.18
69.2 341.81 658.22
69.21 341.78 658.26
69.22 341.74 658.29
69.23 341.71 658.33
69.24 341.67 658.36
69.25 341.64 658.4
69.26 341.6 658.43
69.27 341.57 658.47
69.28 341.53 658.5
69.29 341.49 658.54
69.3 341.46 658.57
69.31 341.42 658.61
69.32 341.39 658.64
69.33 341.35 658.68
69.34 341.32 658.72
69.35 341.28 658.75
69.36 341.25 658.79
69.37 341.21 658.82
69.38 341.18 658.86
69.39 341.14 658.89
69.4 341.11 658.93
69.41 341.07 658.96
69.42 341.04 659.0
69.43 341.0 659.03
69.44 340.96 659.07
69.45 340.93 659.1
69.46 340.89 659.14
69.47 340.86 659.17
69.48 340.82 659.21
69.49 340.79 659.24
69.5 340.75 659.28
69.51 340.72 659.31
69.52 340.68 659.35
69.53 340.65 659.38
69.54 340.61 659.42
69.55 340.58 659.46
69.56 340.54 659.49
69.57 340.51 659.53
69.58 340.47 659.56
69.59 340.44 659.6
69.6 340.4 659.63
69.61 340.37 659.67
69.62 340.33 659.7
69.63 340.3 659.74
69.64 340.26 659.77
69.65 340.23 659.81
69.66 340.19 659.84
69.67 340.16 659.88
69.68 340.12 659.91
69.69 340.09 659.95
69.7 340.05 659.98
69.71 340.02 660.02
69.72 339.98 660.05
69.73 339.95 660.09
69.74 339.91 660.12
69.75 339.88 660.16
69.76 339.84 660.19
69.77 339.81 660.23
69.78 339.77 660.26
69.79 339.74 660.3
69.8 339.7 660.33
69.81 339.67 660.37
69.82 339.63 660.4
69.83 339.6 660.44
69.84 339.56 660.47
69.85 339.53 660.51
69.86 339.49 660.54
69.87 339.46 660.58
69.88 339.42 660.61
69.89 339.39 660.65
69.9 339.35 660.68
69.91 339.32 660.71
69.92 339.28 660.75
69.93 339.25 660.78
69.94 339.21 660.82
69.95 339.18 660.85
69.96 339.14 660.89
69.97 339.11 660.92
69.98 339.07 660.96
69.99 339.04 660.99
70.0 339.01 661.03
70.01 338.97 661.06
70.02 338.94 661.1
70.03 338.9 661.13
70.04 338.87 661.17
70.05 338.83 661.2
70.06 338.8 661.24
70.07 338.76 661.27
70.08 338.73 661.31
70.09 338.69 661.34
70.1 338.66 661.38
70.11 338.62 661.41
70.12 338.59 661.44
70.13 338.55 661.48
70.14 338.52 661.51
70.15 338.48 661.55
70.16 338.45 661.58
70.17 338.42 661.62
70.18 338.38 661.65
70.19 338.35 661.69
70.2 338.31 661.72
70.21 338.28 661.76
70.22 338.24 661.79
70.23 338.21 661.83
70.24 338.17 661.86
70.25 338.14 661.89
70.26 338.1 661.93
70.27 338.07 661.96
70.28 338.04 662.0
70.29 338.0 662.03
70.3 337.97 662.07
70.31 337.93 662.1
70.32 337.9 662.14
70.33 337.86 662.17
70.34 337.83 662.2
70.35 337.79 662.24
70.36 337.76 662.27
70.37 337.73 662.31
70.38 337.69 662.34
70.39 337.66 662.38
70.4 337.62 662.41
70.41 337.59 662.45
70.42 337.55 662.48
70.43 337.52 662.51
70.44 337.48 662.55
70.45 337.45 662.58
70.46 337.42 662.62
70.47 337.38 662.65
70.48 337.35 662.69
70.49 337.31 662.72
70.5 337.28 662.75
70.51 337.24 662.79
70.52 337.21 662.82
70.53 337.18 662.86
70.54 337.14 662.89
70.55 337.11 662.93
70.56 337.07 662.96
70.57 337.04 662.99
70.58 337.0 663.03
70.59 336.97 663.06
70.6 336.94 663.1
70.61 336.9 663.13
70.62 336.87 663.17
70.63 336.83 663.2
70.64 336.8 663.23
70.65 336.76 663.27
70.66 336.73 663.3
70.67 336.7 663.34
70.68 336.66 663.37
70.69 336.63 663.41
70.7 336.59 663.44
70.71 336.56 663.47
70.72 336.53 663.51
70.73 336.49 663.54
70.74 336.46 663.58
70.75 336.42 663.61
70.76 336.39 663.64
70.77 336.35 663.68
70.78 336.32 663.71
70.79 336.29 663.75
70.8 336.25 663.78
70.81 336.22 663.81
70.82 336.18 663.85
70.83 336.15 663.88
70.84 336.12 663.92
70.85 336.08 663.95
70.86 336.05 663.98
70.87 336.01 664.02
70.88 335.98 664.05
70.89 335.95 664.09
70.9 335.91 664.12
70.91 335.88 664.15
70.92 335.84 664.19
70.93 335.81 664.22
70.94 335.78 664.26
70.95 335.74 664.29
70.96 335.71 664.32
70.97 335.67 664.36
70.98 335.64 664.39
70.99 335.61 664.43
71.0 335.57 664.46
71.01 335.54 664.49
71.02 335.51 664.53
71.03 335.47 664.56
71.04 335.44 664.6
71.05 335.4 664.63
71.06 335.37 664.66
71.07 335.34 664.7
71.08 335.3 664.73
71.09 335.27 664.76
71.1 335.23 664.8
71.11 335.2 664.83
71.12 335.17 664.87
71.13 335.13 664.9
71.14 335.1 664.93
71.15 335.07 664.97
71.16 335.03 665.0
71.17 335.0 665.04
71.18 334.96 665.07
71.19 334.93 665.1
71.2 334.9 665.14
71.21 334.86 665.17
71.22 334.83 665.2
71.23 334.8 665.24
71.24 334.76 665.27
71.25 334.73 665.31
71.26 334.69 665.34
71.27 334.66 665.37
71.28 334.63 665.41
71.29 334.59 665.44
71.3 334.56 665.47
71.31 334.53 665.51
71.32 334.49 665.54
71.33 334.46 665.57
71.34 334.43 665.61
71.35 334.39 665.64
71.36 334.36 665.68
71.37 334.32 665.71
71.38 334.29 665.74
71.39 334.26 665.78
71.4 334.22 665.81
71.41 334.19 665.84
71.42 334.16 665.88
71.43 334.12 665.91
71.44 334.09 665.94
71.45 334.06 665.98
71.46 334.02 666.01
71.47 333.99 666.04
71.48 333.96 666.08
71.49 333.92 666.11
71.5 333.89 666.14
71.51 333.86 666.18
71.52 333.82 666.21
71.53 333.79 666.24
71.54 333.75 666.28
71.55 333.72 666.31
71.56 333.69 666.35
71.57 333.65 666.38
71.58 333.62 666.41
71.59 333.59 666.45
71.6 333.55 666.48
71.61 333.52 666.51
71.62 333.49 666.55
71.63 333.45 666.58
71.64 333.42 666.61
71.65 333.39 666.65
71.66 333.35 666.68
71.67 333.32 666.71
71.68 333.29 666.75
71.69 333.25 666.78
71.7 333.22 666.81
71.71 333.19 666.85
71.72 333.15 666.88
71.73 333.12 666.91
71.74 333.09 666.95
71.75 333.05 666.98
71.76 333.02 667.01
71.77 332.99 667.05
71.78 332.95 667.08
71.79 332.92 667.11
71.8 332.89 667.15
71.81 332.86 667.18
71.82 332.82 667.21
71.83 332.79 667.24
71.84 332.76 667.28
71.85 332.72 667.31
71.86 332.69 667.34
71.87 332.66 667.38
71.88 332.62 667.41
71.89 332.59 667.44
71.9 332.56 667.48
71.91 332.52 667.51
71.92 332.49 667.54
71.93 332.46 667.58
71.94 332.42 667.61
71.95 332.39 667.64
71.96 332.36 667.68
71.97 332.32 667.71
71.98 332.29 667.74
71.99 332.26 667.77
72.0 332.23 667.81
72.01 332.19 667.84
72.02 332.16 667.87
72.03 332.13 667.91
72.04 332.09 667.94
72.05 332.06 667.97
72.06 332.03 668.01
72.07 331.99 668.04
72.08 331.96 668.07
72.09 331.93 668.11
72.1 331.9 668.14
72.11 331.86 668.17
72.12 331.83 668.2
72.13 331.8 668.24
72.14 331.76 668.27
72.15 331.73 668.3
72.16 331.7 668.34
72.17 331.66 668.37
72.18 331.63 668.4
72.19 331.6 668.43
72.2 331.57 668.47
72.21 331.53 668.5
72.22 331.5 668.53
72.23 331.47 668.57
72.24 331.43 668.6
72.25 331.4 668.63
72.26 331.37 668.66
72.27 331.34 668.7
72.28 331.3 668.73
72.29 331.27 668.76
72.3 331.24 668.8
72.31 331.2 668.83
72.32 331.17 668.86
72.33 331.14 668.89
72.34 331.11 668.93
72.35 331.07 668.96
72.36 331.04 668.99
72.37 331.01 669.03
72.38 330.98 669.06
72.39 330.94 669.09
72.4 330.91 669.12
72.41 330.88 669.16
72.42 330.84 669.19
72.43 330.81 669.22
72.44 330.78 669.25
72.45 330.75 669.29
72.46 330.71 669.32
72.47 330.68 669.35
72.48 330.65 669.39
72.49 330.62 669.42
72.5 330.58 669.45
72.51 330.55 669.48
72.52 330.52 669.52
72.53 330.49 669.55
72.54 330.45 669.58
72.55 330.42 669.61
72.56 330.39 669.65
72.57 330.35 669.68
72.58 330.32 669.71
72.59 330.29 669.74
72.6 330.26 669.78
72.61 330.22 669.81
72.62 330.19 669.84
72.63 330.16 669.87
72.64 330.13 669.91
72.65 330.09 669.94
72.66 330.06 669.97
72.67 330.03 670.0
72.68 330.0 670.04
72.69 329.96 670.07
72.7 329.93 670.1
72.71 329.9 670.13
72.72 329.87 670.17
72.73 329.83 670.2
72.74 329.8 670.23
72.75 329.77 670.26
72.76 329.74 670.3
72.77 329.7 670.33
72.78 329.67 670.36
72.79 329.64 670.39
72.8 329.61 670.43
72.81 329.57 670.46
72.82 329.54 670.49
72.83 329.51 670.52
72.84 329.48 670.56
72.85 329.45 670.59
72.86 329.41 670.62
72.87 329.38 670.65
72.88 329.35 670.69
72.89 329.32 670.72
72.9 329.28 670.75
72.91 329.25 670.78
72.92 329.22 670.81
72.93 329.19 670.85
72.94 329.15 670.88
72.95 329.12 670.91
72.96 329.09 670.94
72.97 329.06 670.98
72.98 329.03 671.01
72.99 328.99 671.04
73.0 328.96 671.07
73.01 328.93 671.1
